movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Five Card Stud (a.k.a. 5 Card Stud),Mystery|Western,Glyn Anfosso,Doti Younglove,Edgeblab,France,Amharic,5.6,2287725.53,20128.79,1/7/2016,3/6/2026
"Busher, The",Comedy|Drama,Toinette Drust,Joelie Rostern,Fadeo,Germany,Zulu,8.9,406955.92,51112.8,11/10/2024,12/10/2023
Quicksand,Crime|Drama|Thriller,Beth Healey,Alyss Tagg,Avamm,Argentina,Sardinian,1.0,7896137.07,92494.79,2/9/2006,10/4/2022
"Noah's Arc Principle, The (Arche Noah Prinzip, Das)",Sci-Fi,Solomon Orsman,Alyda MacAllister,Kwilith,Jamaica,Interlingue,4.6,9758701.9,50065.43,11/13/2019,4/16/2024
My Little Chickadee,Comedy|Western,Fidelio Bramall,Saudra Parkins,Skimia,Greece,Belarusian,7.8,9324659.29,74420.91,9/22/2020,12/8/2023
Won't Anybody Listen?,Documentary,Godard Clyne,Lorelei Cashell,Bubblemix,Gambia,Kurdish,1.4,1487305.76,67301.03,6/28/2003,7/9/2024
"Turn of the Screw, The",Drama|Horror|Mystery,Katerine Humphrey,Hatti Capelen,Zoombeat,Russia,Ossetian,1.4,5019832.22,16236.57,7/30/2006,6/26/2023
Che: Part One,Drama|War,Lyndsay Bolens,Ema Swalough,Youtags,Canada,Galician,1.7,1723617.87,56889.14,3/14/2012,2/3/2026
Hot Millions,Comedy|Crime,Abie Aireton,Sigismund McGaugan,Topicware,Indonesia,Abkhazian,3.4,9482159.24,46171.87,8/8/2013,12/19/2024
They Were Expendable,Drama|War,Joellen Geerits,Tate Goodger,Eabox,Indonesia,Komi,1.4,1760173.87,51667.64,10/19/2024,3/13/2026
Why Not? (Eijanaika),Drama,Jacklin Flockhart,Sergei Lazonby,Oloo,China,Kirghiz,4.1,4020099.79,28307.62,7/19/2021,8/5/2020
Bloody Murder 2: Closing Camp,Drama|Horror|Mystery|Thriller,Reba Skelcher,Shoshana Pashbee,Avaveo,Indonesia,Burmese,5.1,6126188.74,39950.23,3/1/2022,1/8/2024
Werewolf of London,Drama|Fantasy|Horror|Sci-Fi,Xaviera Dawney,Jaime Aymes,Demizz,China,Sardinian,3.5,4588845.58,22151.05,1/3/2002,10/4/2021
"Soul of a Man, The",Documentary|Musical,Timothy Celli,Cleveland Abelwhite,Brightbean,Gambia,Guarani,3.5,5322697.2,17432.92,3/9/2012,1/23/2023
Magic Mike,Drama|Romance,Kristofer Scheffler,Hersch Fuente,Gabcube,China,Central Khmer,2.8,9152553.29,14372.24,9/21/2003,9/16/2020
Jennifer's Body,Comedy|Horror|Sci-Fi|Thriller,Peder Hurworth,Viviana Kiehnlt,Viva,China,Sindhi,2.4,3761184.9,50603.71,3/14/2024,7/14/2023
G.I. Joe: The Revenge of Cobra,Action|Animation,Tanney Verson,Gretchen Gamlen,Linklinks,Brazil,Church Slavic,4.3,4813683.72,27524.95,12/22/2017,12/19/2022
Children Underground,Documentary,Giana Laterza,Judi Corsham,Flipopia,Armenia,Korean,4.7,1185611.71,81240.47,8/26/2013,9/12/2020
"Have Dreams, Will Travel",Drama|Romance,Kyrstin Barbery,Rick Hackford,Shufflebeat,Philippines,Hiri Motu,7.0,7423371.21,46981.91,1/15/2020,1/9/2025
Golden Earrings,Adventure|Romance|War,Rosco Stedall,Vernice Cordel,Trudoo,Kosovo,Basque,6.5,2653560.18,37871.83,7/1/2017,10/27/2024
Casque d'or,Crime|Drama|Romance,Jeffie Sinclair,Waldon McEllen,Divape,Colombia,Luba-Katanga,9.5,3070432.86,49376.55,2/20/2010,12/20/2022
Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),Documentary,Cyrill Tallant,Abbey Patrie,Rhynoodle,Egypt,Tajik,9.6,6513568.55,50939.08,10/15/2018,12/19/2021
All American Orgy (Cummings Farm),Comedy,Tessa Betke,Bel Burrows,Dabshots,Zambia,Gujarati,5.2,9093013.06,29384.27,6/15/2022,5/18/2025
Special When Lit,Documentary,Taryn Bambrugh,Bernie Demsey,Topiczoom,Poland,Walloon,8.5,6252425.63,46772.63,4/23/2024,11/3/2022
Queen Sized,Comedy|Drama,Lynde Leathers,Joline Rickersey,Demimbu,Brazil,Kannada,5.9,9146318.87,71486.73,2/20/2009,6/25/2021
Coming Home,Drama|War,Garik Leddie,Greta Loving,Quaxo,Georgia,Maori,8.0,7328187.72,26704.55,3/7/2006,11/15/2024
Meltdown: Days of Destruction,Action|Sci-Fi|Thriller,Dawna Buttrey,Armin Scamwell,Fivebridge,Poland,Swahili,3.8,5879591.87,85184.74,11/16/2001,1/16/2022
"Crusades, The",Adventure|Drama|War,Darell Fairchild,Evangeline Spellworth,Thoughtbridge,China,Avestan,5.7,6203607.77,17007.2,4/10/2018,9/13/2021
New Waterford Girl,Comedy,Reeta Burchfield,Reggy Glashby,Zoomdog,Serbia,Burmese,1.1,2546552.63,79224.52,12/22/2010,8/24/2024
Badman's Territory,Action|Drama|Western,Kelly Imesson,Barbee Skirven,Shufflester,Russia,Zulu,5.7,7327762.88,86225.54,3/2/2015,6/15/2023
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime)",Comedy|Crime|Thriller,Martie Abramski,Jolee Salkild,Quinu,Serbia,Lingala,4.8,2977150.8,31291.9,3/15/2004,12/4/2021
ParaNorman,Adventure|Animation|Comedy,Gypsy Haveline,Kyle Timpany,Youtags,Portugal,Venda,9.6,2170041.69,85960.25,10/8/2014,10/13/2022
Beneath,Horror,Koral Whall,Margaretta Nickoll,Jetpulse,China,Breton,2.6,8506202.97,38911.29,1/12/2015,1/4/2021
Rancho Notorious,Drama|Western,Curcio Pressey,Brina De Benedetti,Roombo,China,Estonian,1.4,8392679.67,46183.15,2/8/2005,6/25/2023
Jean Gentil,Drama,Nanny Sisson,Cissiee Dyers,Realpoint,Russia,Marshallese,1.8,6098562.91,44613.99,3/13/2019,6/13/2022
"Judge, The",Drama,Lolita Freddi,Guenevere Milson,Blogpad,Thailand,Quechua,3.6,6124954.68,97248.65,9/10/2009,11/4/2023
Love Happy,Comedy,Anica Heineken,Vally Woltering,Brightbean,Nigeria,Luxembourgish,0.9,5924347.51,90545.24,12/9/2024,8/30/2021
King Kong Lives,Adventure|Sci-Fi,Lara Shrieves,Murdoch Easterbrook,Zooveo,Honduras,Slovak,4.0,9395088.11,20970.38,2/24/2023,8/24/2023
Poolboy: Drowning Out the Fury,Comedy,Bil Postin,Ulick Bhar,Quire,Ukraine,Xhosa,2.8,9599071.18,55683.66,12/17/2019,8/9/2022
Lost Highway,Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,Yale Mc Faul,Lanie Dibling,Innojam,Czech Republic,Zulu,1.4,8450992.21,18417.01,2/15/2000,1/7/2023
"Muse, The",Comedy,Daloris Lorenzetti,Catina Boutell,Quimba,South Korea,Haitian,3.5,402456.94,28924.53,12/28/2021,4/23/2020
Jesus liebt mich,Comedy,Modestine Beange,Jessica Aguirre,Jabbersphere,Mexico,Divehi,2.1,1444650.09,77120.34,3/26/2026,2/24/2024
"Day the Fish Came Out, The",Comedy|Sci-Fi,Alwyn Folcarelli,Sherline Kitchenham,Jabberbean,China,Persian,1.8,8243963.56,26538.47,3/1/2004,9/14/2022
Corto Maltese: Under the Sign of Capricorn (Sous le signe du capricorne),Animation|Drama|Romance|War,Mellisent Salkeld,Abramo Jobern,Avavee,Morocco,Avaric,9.4,2419938.46,58657.39,7/2/2009,9/20/2024
Paranoid Park,Crime|Drama,Hamlin Phalp,Letti Esel,Zoonoodle,China,Hausa,1.8,8109503.09,83814.76,6/27/2000,11/15/2021
Tune in Tomorrow...,Comedy|Romance,Alfi Polson,Rivy Victoria,Gabtune,Sweden,Hiri Motu,6.0,2765393.58,59363.33,10/26/2020,12/11/2022
On Top of the Whale (Het dak van de Walvis),Fantasy,Farr McKibbin,Guss Lafayette,Oloo,China,Arabic,8.3,9915593.99,26177.84,11/22/2005,3/28/2023
Hud,Drama|Western,Cole Burke,Napoleon Laimable,Blogtag,Japan,Czech,0.2,7429358.76,23552.33,9/4/2014,9/2/2023
Hercules in New York,Action|Comedy|Fantasy,Miran Fannin,Sherye Aubrun,Browsecat,Laos,Telugu,7.1,9721102.49,37550.71,10/5/2007,4/29/2021
Nine Lives,Drama,Gage Allmark,Cordelia Devennie,Tambee,China,Sichuan Yi,8.4,6923904.22,23195.22,9/21/2014,5/30/2021
A Phantasy,Animation,Claudine Boocock,Robbie McGloughlin,Abatz,Russia,Malagasy,8.8,6757880.42,91874.72,1/17/2006,10/8/2020
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo),Drama,Dania Lace,Tallulah Johnstone,Demivee,Thailand,Dzongkha,2.8,2394063.22,69559.36,1/9/2020,1/16/2023
Carlito's Way,Crime|Drama,Bondie Corpe,Fernande Behnecken,BlogXS,Serbia,Fijian,3.5,3057889.73,75244.36,2/15/2015,8/13/2025
"Negotiator, The",Action|Crime|Drama|Mystery|Thriller,Adrienne Alliker,Hally Succamore,Tanoodle,South Korea,Hindi,0.6,872687.74,22758.04,12/25/2001,10/25/2020
Dorian Blues,Comedy,Berny Jencey,Dodie Doumer,Zava,Afghanistan,Church Slavic,1.7,1785189.58,16343.01,1/21/2002,11/22/2021
Live Music,Animation,Mab Greswell,Raine Beentjes,Quamba,Philippines,Bislama,8.7,3736899.23,32480.89,3/25/2019,7/26/2023
Pawn,Crime|Thriller,Kylie Sinott,Ermina Tolomelli,Dynazzy,Tunisia,Swahili,1.5,8080594.61,26413.61,5/26/2015,9/10/2022
"Rules of Attraction, The",Comedy|Drama|Romance|Thriller,Harmonie Edgars,Burton Tayloe,Quatz,Yemen,Zulu,1.4,7041682.01,57886.1,7/15/2005,8/1/2022
"Dispatch from Reuter's, A",Drama,Oates Carratt,Tristam Rois,Dablist,China,French,5.8,3548105.76,91868.39,8/9/2015,4/12/2020
Let's Talk About Sex,Drama,Renault Folomkin,Seymour Swire,Rhybox,Czech Republic,Romansh,8.4,5040460.29,36201.42,12/17/2002,5/9/2020
Space Station 76,Comedy|Drama|Sci-Fi,Sidonia Bandey,Ken Hardistry,Buzzbean,Mongolia,Hungarian,6.3,5677583.67,63505.23,9/16/2016,11/17/2022
May,Drama|Horror,Alfie Kinder,Arturo Wimp,Bubbletube,Cuba,Indonesian,0.8,2656663.09,42444.05,4/30/2022,2/24/2020
Blood and Sand,Drama,Sherlock Braybrooks,Ann McKenny,Yombu,Russia,Samoan,8.2,660659.29,10257.77,8/9/2004,2/28/2022
Sexmission (Seksmisja),Adventure|Comedy|Sci-Fi,Cleo Sugar,Cleo Yurivtsev,Gabtune,China,Lingala,3.4,3021456.85,93026.88,7/29/2023,4/5/2021
"I Love You, Beth Cooper",Comedy|Romance,Lissi Barribal,Fabio Walding,Leexo,Germany,Icelandic,4.8,2155231.61,51995.01,9/19/2004,4/9/2026
"Heartbreak Kid, The",Comedy|Drama|Romance,Ashlie Mariolle,Barclay Girling,Tagcat,Russia,Chechen,6.3,1431345.03,86339.08,2/27/2012,2/23/2020
Suicide Club (Jisatsu saakuru),Horror|Mystery|Thriller,Fayre Udell,Mitzi Dwane,Realmix,Poland,Latin,7.2,7049700.94,74586.23,7/24/2017,12/17/2022
Almost Heroes,Adventure|Comedy|Western,Franchot Spaldin,Rafael Radbone,Fiveclub,Libya,Ganda,5.9,2660654.84,55291.55,9/22/2008,12/25/2025
Fantomas Unleashed,Adventure|Comedy|Crime|Fantasy,Yehudit Wylie,Oralee Orrill,Realbuzz,China,Latin,4.2,273119.27,61604.96,12/24/2006,4/25/2020
"Doll's House, A",Drama,Giraldo Ladley,Johannes Moriarty,Thoughtbridge,Brazil,Oromo,3.5,8655710.64,41807.15,10/4/2019,9/11/2024
Titanic,Action|Drama|Romance,Andras Worts,Mandy Southon,Twinder,Ireland,Kazakh,5.5,4835148.87,85468.63,8/11/2004,10/22/2021
Cemetery Man (Dellamorte Dellamore),Horror,Hasty Barnfield,Charla Faulkner,Edgeblab,Philippines,Ewe,2.9,7132458.24,73662.75,9/24/2025,4/13/2020
Earth vs. The Spider,Horror,Lois Barnicott,Robinson Dinan,Camimbo,Botswana,Marshallese,7.6,5336673.64,32471.58,1/16/2026,7/6/2022
Hatchet II,Comedy|Horror|Thriller,Curry Magarrell,Haleigh Nottingam,Jetwire,Indonesia,Mongolian,1.2,3542318.68,38486.97,2/16/2013,2/24/2020
"Happy Time, The",Comedy,Valentine Gunn,Brocky Soppit,Thoughtbeat,Indonesia,Kikuyu,0.0,1464345.3,23058.15,8/25/2021,10/30/2020
Burn,Documentary,Jacquie Crowley,Ahmad Kirimaa,Fivebridge,Mexico,Guarani,8.7,7183662.6,14017.0,9/19/2010,7/3/2025
Just Ask My Children,Drama,Igor Firebrace,Rodi Creaney,Zooxo,Indonesia,Tahitian,0.1,169852.4,34781.97,6/2/2008,1/23/2020
Spread,Drama|Romance,Brier Birtles,Lenard Powley,Muxo,China,Afrikaans,3.6,3114084.69,37711.11,12/20/2023,7/27/2021
"Dolly Sisters, The",Drama|Musical|Romance,Kalie Seebright,Amara Horsey,Leenti,Russia,Finnish,4.0,6747507.32,55823.26,9/21/2005,9/10/2025
Alvarez Kelly,Western,Yoko Clemente,Tiebold Cudby,Thoughtbeat,Bolivia,Kirghiz,0.2,8602174.46,75083.05,12/29/2022,8/28/2025
Senseless,Comedy,Oby Napthine,Kassey Overstreet,Thoughtbridge,Poland,Chuvash,9.0,6826681.91,51070.17,11/30/2006,2/17/2021
"Street Fighter, The (Gekitotsu! Satsujin ken)",Action,Dione Camp,Noelani Fishbourn,Linktype,Nigeria,Assamese,2.4,4079531.98,93312.47,3/3/2000,7/10/2023
"Cow, The (Gaav)",Drama,Moses Cornillot,Griffie Lacelett,Blogpad,China,Dutch,7.5,6433860.81,87942.82,4/23/2017,3/6/2026
Cabaret Balkan (Bure Baruta),Drama,Keefe Stanyan,Dody Drennan,Skynoodle,Russia,Arabic,2.2,5527200.45,40605.21,7/26/2007,4/17/2023
Vacancy 2: The First Cut,Horror|Thriller,Radcliffe Letertre,Eadie Aleksankin,Lazz,Colombia,Nepali,6.0,6391807.69,67398.85,2/8/2026,11/18/2022
Every Stewardess Goes to Heaven (Todas las azafatas van al cielo),Drama|Romance,Eada Lampe,Micheline Tullot,Lajo,China,Esperanto,4.1,3001600.19,15979.39,5/7/2020,3/20/2023
"Doctor Takes a Wife, The",Comedy,Silvain Leathem,Marylin Repp,Kayveo,France,Samoan,9.2,324914.9,24248.17,11/9/2008,2/19/2021
"Adventures of Picasso, The (Picassos äventyr)",Comedy,Wood Sherbourne,Dukie Cundy,Meeveo,Philippines,Hindi,3.6,2798677.69,37459.32,8/11/2012,2/9/2025
Walker,Adventure|Drama|War|Western,Siana Thake,Harmonie Winch,Shuffletag,China,Sango,5.9,1150467.27,90947.29,4/9/2006,12/13/2021
Orphans,Comedy|Drama,Brandi Blacksland,Erena Toman,Jaxworks,Canada,Oromo,7.5,5594634.17,43495.52,4/4/2021,1/28/2023
Days and Clouds (Giorni e nuvole),Drama,Rem Bonallack,Filippa Ceccoli,Trudoo,Azerbaijan,Croatian,5.3,4876421.7,31379.43,4/22/2002,11/21/2020
Kummelin jackpot,Comedy,Ephrem Rhucroft,Ulises Adamek,Devify,Nigeria,Galician,7.7,3273902.72,45382.6,12/20/2015,6/20/2024
Street Trash,Comedy|Horror,Gideon Skade,Tybi Rizzi,Tazz,Brazil,Kurdish,7.7,1518603.67,32615.93,10/26/2005,3/1/2022
Ants in the Pants,Comedy|Romance,Karyn Spearman,Fredericka Bedells,LiveZ,Brazil,Haitian,9.1,9754132.54,79425.75,4/19/2017,4/20/2020
Little Lord Fauntleroy,Children|Drama|Romance,Meredithe Crowcroft,Elmore Yielding,Photobean,Poland,Church Slavic,1.7,1300031.57,18604.77,4/18/2010,6/15/2020
Wholly Moses,Comedy,Vilhelmina Duffree,Jermain Elcom,Voomm,China,Tonga (Tonga Islands),3.7,891610.9,53136.54,10/4/2009,1/2/2023
Robin-B-Hood (Bo bui gai wak),Action|Comedy|Drama,Karlan Deaconson,Keeley Gensavage,Wikivu,China,Swati,7.1,190433.93,93976.29,7/3/2002,2/21/2023
"Stockholm, Pennsylvania",Drama|Thriller,Sena Bundy,Moore Hencke,Voomm,Germany,Hindi,7.2,925395.89,45906.48,1/25/2015,4/5/2022
Concrete Night (Betoniyö),Drama,Liuka Wigsell,Elmira Farnfield,Yombu,Poland,Turkish,6.7,2394887.42,44248.6,6/30/2020,10/16/2022
I Became a Criminal (They Made Me a Fugitive),Crime|Drama|Film-Noir,Jessey Francesco,Harcourt Arnett,Trupe,Brazil,Basque,7.0,3943491.63,67243.24,12/16/2000,1/14/2023
"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Drama|Romance,Jethro Cornelleau,Vera Eva,Divanoodle,Ivory Coast,Pali,7.0,9483128.42,12774.08,2/12/2021,8/17/2022
Things to Do in Denver When You're Dead,Crime|Drama|Romance,Hastie Codeman,Paolo Le Galle,Devcast,Morocco,Thai,4.0,5624085.89,33794.77,1/11/2007,7/30/2022
Ashes and Diamonds (Popiól i diament),Drama|War,Shoshana Flahy,Karel Dene,Gigazoom,China,Nepali,3.9,4215275.04,70211.39,9/30/2007,11/25/2024
Dad,Drama,Farand Meltetal,Willette Jewar,Quatz,China,Estonian,8.5,3987759.86,15795.49,9/18/2004,12/23/2025
Going My Way,Comedy|Drama|Musical,Ki Outlaw,Bab Foakes,Abatz,China,Norwegian Nynorsk,1.2,2782609.91,79878.22,4/25/2008,7/16/2020
Winter Sleepers (Winterschläfer),Drama|Romance,Korie Sperwell,Kiele McChesney,Thoughtstorm,Indonesia,Northern Sami,6.5,4871655.1,93196.44,6/17/2008,4/15/2020
"Secret World of Arrietty, The (Kari-gurashi no Arietti)",Animation|Children|Fantasy,Lyndel Hulles,Shena Cuchey,Pixope,China,Chuvash,6.1,9751469.38,63948.3,5/6/2011,2/12/2026
"Cruel Romance, A (Zhestokij Romans)",Drama|Romance,Klarika Braunroth,Dominic McIlroy,Trilith,Comoros,Tigrinya,9.8,2994738.44,20269.37,6/14/2012,6/1/2020
Just Like Me (Igualita a Mi),Comedy|Romance,Agosto de la Valette Parisot,Tabby Murrell,Wordware,Philippines,Oromo,4.3,1878144.03,15375.7,8/2/2021,6/18/2023
Man's Favorite Sport?,Comedy,Eartha Hinstridge,Odele Silbermann,Pixonyx,Brazil,Norwegian Nynorsk,3.7,7805473.64,20397.95,6/18/2000,11/4/2025
Prinsessa (Starring Maja),Drama,Hagan Salleir,My Rugg,Tagchat,Indonesia,Chamorro,4.9,9857293.3,76950.7,11/18/2009,5/19/2021
Ice Poison,(no genres listed),Godwin Creegan,Merridie Tremollet,Bubbletube,Indonesia,Hungarian,1.4,2552347.75,21380.8,6/17/2023,4/5/2020
Che: Part Two,Drama|War,Farley Antonomoli,Sayers Carillo,Buzzbean,United States,Akan,8.2,8220380.45,70976.91,10/20/2015,9/1/2024
Mayor of the Sunset Strip,Documentary,Huey Gleave,Florencia Slocket,Browsetype,Norway,Northern Sami,4.2,9208149.63,64965.33,6/24/2022,6/4/2020
Fern flowers (Fleur de fougère),Animation,Olivero Seely,Fern Rosentholer,Brainverse,Honduras,Haitian,1.8,377832.58,13943.01,4/10/2002,10/27/2024
"Goodnight, Mister Tom",Drama,Mandel Tattersdill,Conant Lukesch,InnoZ,China,Limburgan,4.8,3167193.3,30791.62,1/30/2013,6/20/2022
Just 4 Kicks,Children,Yardley Rousell,Ardene Powe,Jaxbean,Philippines,"Ndebele, North",5.3,8316749.57,74942.45,5/20/2018,2/4/2023
Fantomas,Adventure|Comedy|Crime|Fantasy,Manda Arstall,Ciel Beauchop,Feedspan,Poland,Welsh,3.8,3813438.07,13995.64,8/9/2004,12/5/2021
Emma,Comedy|Drama|Romance,Rollie Seckom,Kalil Bramah,Twiyo,South Korea,Hausa,1.6,9909300.94,97025.66,10/21/2011,3/11/2021
Sweet Hearts Dance,Drama,Sella Halpin,Kelvin Igoe,Agimba,Philippines,Japanese,6.9,1379189.59,77076.13,6/24/2024,7/17/2023
Slipstream,Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller,Brew Goundry,Giorgi Kitchenham,Avaveo,China,Serbian,3.7,3271301.32,82238.51,6/14/2007,10/25/2021
"Joyless Street, The (Die freudlose Gasse)",Drama,Garrett Peddar,Mycah Errington,Aimbu,Thailand,Northern Sami,6.4,5423803.86,99168.59,12/12/2000,10/19/2022
Cherry Falls,Comedy|Horror|Mystery,Michail Coverlyn,Shellie Britton,Dabfeed,Finland,Ossetian,2.9,9551981.2,50577.21,11/18/2009,5/22/2020
The Plague of the Zombies,Horror,Dyanna Bridgwood,Gianna Da Costa,Brightdog,Brazil,Interlingue,9.0,3436422.9,29216.15,3/6/2008,2/12/2024
The Taking of Deborah Logan,Horror|Thriller,Franciskus Gilsthorpe,Rem Yeats,Gabvine,Faroe Islands,Ewe,8.9,3077348.58,63605.99,9/20/2015,3/29/2024
Orgazmo,Comedy,Stinky Clynmans,Ernaline Baudi,Jabberbean,Kazakhstan,Sango,8.1,6514423.17,61062.06,10/14/2013,11/8/2021
Healing,Drama,Talyah Larkin,Arlene Bozier,Vimbo,Czech Republic,Maori,2.4,4279390.08,63288.18,12/30/2004,10/23/2024
They Won't Forget,Drama|Mystery,Rand Madill,Ailee Mordin,Oyondu,Russia,Marshallese,1.7,8845639.06,13511.01,12/14/2011,5/9/2021
Kurt Cobain About a Son,Documentary|Musical,Berne Berrisford,Marleen Anthill,Photolist,Indonesia,Malay,7.1,7013789.83,40022.54,10/6/2002,4/4/2026
Scream of Stone (Cerro Torre: Schrei aus Stein),Drama,Selle Tidball,Marji Beevors,Flipbug,Russia,Abkhazian,7.0,9258525.72,23779.73,12/5/2013,3/14/2023
Flame and Women (Honô to onna) ,Drama,Salomon Downey,Tabbatha Corson,Buzzdog,Indonesia,Amharic,7.9,6172799.9,82725.81,11/16/2016,12/31/2024
New Fist of Fury (Xin jing wu men),Action|Drama,Tanny Egar,Tammy Swains,Rhynoodle,Vietnam,Fulah,8.2,556373.43,30285.3,1/17/2013,11/12/2023
After Office Hours,Comedy|Crime|Drama,Rowan Dolan,Jeanelle Lackner,Oyoloo,France,Chuvash,3.6,7193850.35,46876.86,3/13/2026,5/10/2022
"Flame and the Arrow, The",Action|Adventure|Romance,Cornie Follet,Mart Anselmi,Bubblebox,Indonesia,Albanian,8.8,6157083.14,34022.23,3/12/2023,11/10/2024
Genevieve,Comedy,Constance Pretor,Ellene Cicullo,Jaxspan,China,Hungarian,2.9,648864.65,54758.83,8/20/2018,2/24/2025
Song of the South,Adventure|Animation|Children|Musical,Reid Fawdrie,Kevan Culligan,Fivespan,Russia,Inuktitut,3.7,4862593.09,46546.21,4/27/2009,10/4/2021
The Six Million Dollar Man,Adventure|Sci-Fi,Woodman Isakov,Alena Broe,Quatz,China,Lithuanian,9.9,8365568.77,71292.34,11/23/2019,7/4/2022
"Brothers McMullen, The",Comedy,Hobey Deadman,Nelson Stebbing,Skibox,Nigeria,Tibetan,6.4,1246243.32,94998.64,2/13/2017,6/10/2021
Ernest Saves Christmas,Children|Comedy,Moise Farquarson,Ambrosi Cullerne,Livetube,Indonesia,Herero,5.0,8012495.59,55972.53,8/21/2007,2/22/2023
Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),Drama|Horror,Neda De Domenici,Robby Slogrove,Babbleblab,Japan,Shona,5.3,113165.55,10839.82,4/9/2021,1/2/2024
The Lunchbox,Drama|Romance,Joleen McCay,Katharyn Forre,Edgeify,China,Tamil,4.7,9496845.6,66523.61,4/15/2021,1/21/2022
"Lookout, The",Crime|Drama|Thriller,Fawn Gribbins,Kristin Cherrington,Centizu,Israel,Macedonian,8.3,3537688.8,39831.12,10/17/2009,8/11/2020
Beyond the Mat,Documentary,Nonah Trewhela,Lena Fawcett,Browsebug,Poland,Romanian,2.9,6256388.34,89340.24,2/23/2012,2/6/2024
Blackhat,Action|Crime|Drama|Mystery|Thriller,Clem Weightman,Danika Cuff,Wikido,China,Yiddish,4.0,5116555.76,64426.73,5/13/2024,3/17/2024
Bad Guy (Nabbeun namja),Drama,Guss Teather,Gaston Rymour,Skalith,Russia,Slovak,3.1,1582798.89,14992.29,1/5/2018,9/17/2022
Games of Love and Chance (L'esquive),Drama|Romance,Casandra Gooly,Griselda Rowsel,Yakidoo,China,Serbian,9.7,3605650.03,90932.31,4/3/2015,5/22/2025
"Intruder, The (L'intrus)",Drama,Latrina Maffey,Cleopatra Jerzyk,Quinu,Portugal,Ndonga,5.1,1293120.48,86952.7,10/4/2000,4/25/2021
Harvard Beats Yale 29-29,Documentary,Michel Bohea,Homere Coppeard,Ooba,China,Italian,8.1,8455768.15,67149.31,10/16/2017,4/3/2025
"Tempest, The",Drama,Emile Overthrow,Benedetto Minors,Jaloo,Poland,Korean,3.4,281495.51,85046.34,4/17/2018,7/5/2021
Born Romantic,Comedy|Drama|Romance,Michal Barnsdale,Karlene McGuane,Trudoo,United States,Volapük,4.3,8727980.24,97981.87,9/16/2006,1/14/2023
Min and Bill,Comedy|Drama,Elayne Yearne,Calhoun Semeniuk,Gigazoom,Morocco,Thai,8.3,2315915.17,80307.24,9/8/2015,11/2/2022
Habana Blues,Drama|Musical,Ivor Jenman,Enoch Guterson,Topiczoom,China,Burmese,6.3,1926203.05,18840.19,11/20/2020,5/10/2023
"West Point Story, The",Comedy|Musical,Ivie Gutsell,Augustus Deek,Fivespan,Brazil,Telugu,2.2,4313484.37,23313.52,4/27/2020,3/8/2025
For No Good Reason,Documentary,Lenna Barrows,Bethina Cumbers,Lazzy,China,Interlingue,7.5,2135943.18,96192.85,5/18/2001,1/18/2024
"Pool, The",Comedy|Drama,Andriana Killick,Norrie Waylett,Pixonyx,Honduras,Zulu,7.8,5031434.67,91020.85,12/2/2024,9/12/2020
"Legend of Hercules, The",Action|Adventure,Roth Ribou,Sissy Schankel,Yodo,Ukraine,Esperanto,7.0,4200576.93,45530.73,3/23/2011,2/1/2023
"Last Days on Mars, The",Horror|Sci-Fi,Ginger Presnall,Danit Speerman,Babbleblab,Indonesia,Corsican,5.6,6438467.23,10834.14,10/17/2023,1/18/2021
Wild Is the Wind,Drama,Robinet Seeler,Leelah Houtbie,Eayo,Indonesia,Quechua,2.9,3790140.32,71635.05,1/14/2009,12/17/2021
"Land Girls, The",Drama|War,Daphne Bamford,Gil MacCartney,Vipe,Indonesia,Irish,7.6,8315425.35,76736.57,4/2/2003,5/24/2020
Linda Linda Linda,Comedy|Drama,Nona Wallis,Cristionna Lorentzen,Kazu,North Korea,Ukrainian,7.5,1956885.46,93875.07,12/14/2017,2/22/2024
"Protector, The (a.k.a. Warrior King) (Tom yum goong)",Action|Comedy|Crime|Thriller,Oralle Wimsett,Jermain Eastman,Cogibox,China,Telugu,1.8,2383882.36,64422.24,11/22/2024,10/10/2022
"Monk and the Fish, The (Le moine et le poisson)",Animation|Musical,Cody McKern,Anneliese Brazener,Katz,China,Chinese,0.8,5277946.92,21373.66,12/9/2008,10/9/2021
Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000),Comedy,Hester Teffrey,Luther Middler,Yadel,Russia,Malayalam,7.0,4724383.84,91979.08,6/1/2023,6/10/2021
He Got Game,Drama,Renie Grummitt,Saudra Macon,Blognation,China,Chuvash,2.3,8728381.94,30810.76,10/4/2015,4/10/2020
Weekender,Drama,Vikki Tuiller,Lucilia Sein,Snaptags,Armenia,Walloon,9.5,8509788.16,45927.9,8/26/2013,2/3/2020
