movie_title,genre,director,lead_actor,production_company,country_of_origin,language,rating,box_office_sales,budget,release_date,digital_release_date
Lullaby,Sci-Fi,Shandra Zorzini,Elfrida Finey,Yata,China,Hebrew,5.5,7181240.22,184361.25,11/21/2019,10/16/2017
Idiot's Delight,Adventure,Leila Barles,Kelila Wissbey,Trilith,Mexico,Thai,3.5,1112560.9,670078.22,5/13/2015,4/13/2019
And Then There Was You,Crime,Dasie Yakuntsov,Lind Stopford,Edgetag,Greece,Czech,4.0,3427236.12,619049.92,5/20/2018,9/13/2022
Don't Deliver Us from Evil (Mais ne nous délivrez pas du mal),Horror,Angus Dable,Shanna Blasik,Divanoodle,Ukraine,Finnish,9.7,5633763.86,305316.06,1/12/2025,1/1/2016
Marwencol,Adventure,Artemas McGebenay,Bennie Linebarger,Plambee,Democratic Republic of the Congo,Sindhi,5.5,2467842.48,464103.43,11/24/2024,12/20/2022
Honkytonk Man,Romance,Garik Comer,Nathan Hazlehurst,Flipstorm,Iran,Quechua,5.2,3124158.46,752332.25,7/7/2016,7/15/2021
"Great Locomotive Chase, The",Action,Ruddie Heijnen,Farrand Signorelli,Edgewire,Ukraine,Oriya,0.9,6831353.21,956892.4,6/15/2022,6/21/2015
"Children of Huang Shi, The",Drama,Deana D'Aubney,Putnam Dossettor,Voonte,China,Telugu,2.8,5614024.68,189006.69,8/5/2023,12/2/2022
"Amityville Horror, The",Romance,Nikolia Haburne,Andy Wornham,Zoomlounge,Belarus,Chamorro,5.0,7888891.4,24922.67,11/18/2023,11/1/2021
Eden,Romance,Beck Seys,Noelle Gonsalvo,Linklinks,Peru,Portuguese,0.0,1440646.57,318459.62,2/3/2016,1/16/2022
"Dark Crystal, The",Fantasy,Merle Milberry,Brandyn Maine,Agivu,China,Swedish,8.3,1441494.44,822487.0,10/17/2023,1/30/2022
"Fly Away (Bis zum Horizont, dann links!)",Comedy,Von Balloch,Rosetta Endrighi,Skivee,China,Bengali,0.5,1104244.62,356022.29,10/27/2016,12/4/2023
Comic Book: The Movie,Drama,Flossi Lymbourne,Dallis Flatt,Aibox,China,Swati,0.3,7119988.33,602678.13,4/19/2015,1/28/2022
Marci X,Fantasy,Anitra Logesdale,Shelba Camellini,Livepath,Indonesia,Kashmiri,1.7,303782.69,216932.74,7/31/2025,8/25/2022
"Closer You Get, The",Sci-Fi,Darrell Gulberg,Remington Bartlomiejczyk,Gabtype,Greece,Latvian,0.4,6473566.82,797055.04,11/28/2016,4/28/2021
"Fugitive Kind, The",Horror,Anallise Swan,Dorey Wyborn,Feednation,United States,Herero,10.0,6047773.48,405976.25,5/25/2023,1/17/2016
Zuzu Angel,Comedy,Carin Feirn,Sheilah Brazear,Gigazoom,Indonesia,Fulah,4.0,204227.35,575965.38,3/3/2020,8/2/2016
Crooks in Clover (a.k.a. Monsieur Gangster) (Les tontons flingueurs),Romance,Chariot Uttley,Theresina Jura,Edgetag,China,Belarusian,5.1,4697317.65,616532.5,10/29/2019,3/7/2022
Leprechaun 2,Romance,Lynnea Regorz,Roxana Binstead,Demizz,Russia,Persian,5.6,8039617.98,572842.84,6/17/2025,11/24/2015
Aerial Gunner,Horror,Calida Maclean,Shae Sarfati,Ailane,Peru,Ndonga,9.1,7040421.1,251301.22,1/8/2020,1/28/2019
Miffo,Action,Anthea Batcheldor,Neils Gergler,Mydo,Portugal,Kurdish,3.7,8015031.43,757760.26,6/29/2023,6/26/2019
Wendy and Lucy,Adventure,Hansiain Hasted,Stephanie Dansken,Twimbo,Colombia,Hebrew,3.5,1493947.83,175341.77,11/5/2015,4/26/2022
"Place in the Sun, A",Horror,Michaelina Dommersen,Alessandra Weiner,Kwilith,Vietnam,Armenian,3.9,2953541.37,813804.22,1/1/2021,4/6/2019
Stagecoach,Comedy,Chad Cappineer,Jenifer Sterley,Fivechat,China,Kazakh,5.2,8270288.29,675647.72,3/31/2019,11/25/2025
It's All True,Crime,Berny Linneman,Alphonso Bedbrough,Jaxspan,China,Cree,3.7,3952657.58,969053.84,1/16/2017,9/27/2015
Jimmy Hollywood,Crime,Michale Cayet,Gareth Core,Fivechat,Dominican Republic,Nepali,0.8,4156780.76,30937.96,2/24/2016,8/8/2017
Until the End of the World (Bis ans Ende der Welt),Action,Helen-elizabeth Palluschek,Mathian Humberston,Skinder,South Korea,Slovak,5.2,9025109.93,617638.07,1/17/2023,9/13/2017
"Manxman, The",Romance,Sydel Cords,Abigale Totterdell,Skalith,France,English,4.5,1724517.88,258823.76,1/4/2025,5/1/2025
Intentions of Murder (a.k.a. Murderous Instincts) (Akai satsui),Fantasy,Arvie Palfrey,Candide Blondell,Pixoboo,Kazakhstan,Divehi,4.9,5819514.45,942251.09,9/4/2020,4/18/2019
Table 7,Adventure,Rosina Vittel,Selle Hedgeley,Zava,Taiwan,Portuguese,1.3,3946820.11,741165.5,9/6/2024,11/24/2015
"Incredible Mr. Limpet, The",Drama,Christi Tebbut,Korella Clapston,Abata,France,Hindi,4.8,5020645.11,540535.62,4/5/2020,8/20/2025
Rånarna,Romance,Otha Blakelock,Hildagard Bettenson,Skinix,China,Tagalog,6.0,9053368.28,159908.47,9/3/2023,1/28/2021
"Theory of Flight, The",Romance,Danyette Jiroutka,Guthrey Kennett,Omba,United States,Chichewa,3.8,8138358.92,437143.39,11/18/2016,11/26/2021
"Super, The",Adventure,Wildon Burbage,Astrix Graveston,Quatz,Greece,Tatar,4.4,8529335.77,974563.82,3/8/2016,4/6/2021
Princess Caraboo,Action,Joann Cudbird,Janice Karpeev,Roodel,Ukraine,Bulgarian,3.6,6364229.95,624432.12,3/22/2018,12/1/2017
"Night in Heaven, A",Thriller,Gweneth Busch,Gilberto Dossett,Ozu,China,Ossetian,9.6,1570259.54,333507.41,4/20/2018,4/28/2023
Rio Lobo,Drama,Arlyne Realff,Rafe Garling,Ainyx,Indonesia,Hungarian,5.6,288833.76,234840.74,8/5/2018,1/19/2015
Watermarks,Drama,Wheeler Christofe,Giraud Lorkins,Minyx,Russia,Basque,7.2,7648676.07,998372.06,9/26/2021,8/11/2019
College,Romance,Meta Chishull,Arther Valler,Skipfire,Kazakhstan,Belarusian,5.4,143502.48,282410.6,4/19/2019,3/2/2020
Dream Lover,Crime,Gabriel Vasiliev,Dorette Krimmer,Wikizz,Syria,Tigrinya,2.8,368617.31,930965.05,6/5/2019,2/22/2021
"Bachelor and the Bobby-Soxer, The",Fantasy,Dottie Bugby,Teodorico Devaney,Devpulse,Philippines,Armenian,1.2,3276174.83,850565.9,12/17/2020,11/26/2016
"Surgeon, The",Crime,Niccolo Schlagman,Belinda Bennion,Blogpad,China,Finnish,7.8,6028211.18,412707.18,9/9/2021,7/17/2020
Eyes of a Stranger,Adventure,Austin Assinder,Caryn Dinneges,Quamba,Indonesia,Wolof,9.0,9811131.18,193786.04,9/18/2025,10/29/2021
Real Life,Horror,Hayyim Huyge,Hadleigh Kehoe,DabZ,Sweden,Kalaallisut,0.0,7865251.02,990369.5,8/27/2023,7/16/2016
Pacific Rim,Crime,Dave Slimme,Darn Copelli,Divape,Chad,Ganda,1.4,4172156.04,557433.33,4/12/2021,3/25/2016
Auggie Rose (a.k.a. Beyond Suspicion),Drama,Zia Gaskin,Coop Torel,Quinu,Chile,Ganda,5.4,6401597.58,156560.48,4/8/2022,7/11/2015
Super Rich: The Greed Game,Comedy,Malva Caddie,Aubrey Lintall,Zava,China,Tigrinya,4.2,6636258.38,275066.77,10/25/2024,9/29/2024
Lap Dance,Romance,Helene Sutheran,Tami Degue,Skajo,Philippines,Tajik,1.6,8600468.06,361356.43,1/19/2023,1/31/2023
"Callejón de los milagros, El",Romance,Dario Tookill,Prissie Akess,Jaxbean,China,Marathi,4.7,9568307.05,180130.98,3/2/2020,5/30/2023
"Garfield Christmas Special, A",Sci-Fi,Germain Leghorn,Silvanus Binnion,Yakijo,South Korea,Zhuang,0.5,977677.23,802116.43,6/1/2025,4/7/2015
Is Paris Burning? (Paris brûle-t-il?),Romance,Seka Wolffers,Virgina Frid,Photojam,Philippines,Sardinian,3.6,2253440.44,476756.34,9/27/2017,12/28/2018
Keep Your Distance,Comedy,Ilka Brotherhead,Donica Turfes,Topdrive,Argentina,Marshallese,4.4,4253661.79,566879.76,6/19/2015,5/3/2022
Your Sister's Sister,Horror,Jasen Burnhard,Devondra Munton,Oyonder,Russia,Ewe,1.0,2081163.66,906295.38,1/2/2017,4/30/2019
Sylvia,Romance,Bibi Lindborg,Toby Woolner,Linktype,Peru,Chechen,7.8,727523.72,607593.04,11/17/2025,12/20/2024
Stalingrad,Sci-Fi,Dorothee Farnie,Wilek Gilham,Thoughtworks,Russia,Aragonese,8.3,2101354.35,250027.3,3/2/2017,7/26/2022
Naked Lunch,Thriller,Norton Cholerton,Olivette Dowdle,Linkbridge,Indonesia,Kashmiri,9.7,6192309.21,279087.29,9/7/2017,4/22/2016
"Preacher, The (De dominee)",Horror,Shanda Bembridge,Crichton McAne,Skilith,China,Kinyarwanda,8.9,2956271.67,388821.44,9/13/2019,8/11/2018
Requiem for a Dream,Sci-Fi,Kevina Hagergham,Taryn Tippett,Feedbug,Guinea,Maltese,1.2,5311339.92,496226.6,8/13/2025,10/27/2017
Chasing Ice,Crime,Michaelina Scurrer,Ailis Witz,Linklinks,Philippines,Sundanese,1.5,5788367.24,257187.33,3/6/2024,2/13/2021
One Night with the King,Action,Merridie Strathearn,Baldwin Kew,Jaxbean,Indonesia,Armenian,2.0,9581965.33,884608.63,1/23/2019,9/1/2021
"3rd Voice, The",Action,Catherine Essam,Delora Mowat,Skipfire,China,Urdu,4.7,3652603.06,776801.41,11/11/2020,6/27/2021
Reykjavik Whale Watching Massacre,Romance,Ches Guerin,Emmet Budcock,Vipe,Poland,Lao,0.7,7225260.22,108385.24,9/21/2016,3/30/2020
Get a Horse!,Drama,Janot Strethill,Vassily Marikhin,Divape,Thailand,Church Slavic,9.2,9032807.82,946088.57,5/12/2018,3/16/2024
Dark City,Fantasy,Fredi Erington,Kimball Joul,Digitube,Portugal,Hebrew,1.5,7917016.48,87716.09,1/4/2018,6/13/2020
Gretchen the Greenhorn,Romance,Raimund Gorring,Guglielmo Hamberstone,Babbleopia,Russia,Avaric,4.4,745234.98,898631.2,9/3/2017,12/12/2023
"Occurrence at Owl Creek Bridge, An (La rivière du hibou)",Drama,Patsy Woodcraft,Glenn Coaker,Pixoboo,Peru,Catalan,1.8,1532076.0,932659.32,1/15/2021,9/21/2015
Indecent Proposal,Sci-Fi,Kittie Perrigo,Sonny Newns,Podcat,Colombia,Interlingue,1.3,6593915.53,30289.1,5/9/2022,9/8/2018
"Possession of Joel Delaney, The",Crime,Teri Dana,Son Murr,Brightdog,Greece,Romansh,2.1,8139220.83,193776.81,12/25/2015,8/24/2019
From Hell,Sci-Fi,Hulda Tolland,Haily Wogdon,Yoveo,China,"Bokmål, Norwegian",3.2,2962328.9,611235.79,8/7/2025,1/13/2017
His Brother (Son frère),Thriller,Issie Ackrill,Lira Verna,Browsecat,Russia,Walloon,1.8,6820430.22,462115.8,2/11/2020,11/3/2019
"Farmer's Daughter, The",Drama,Desdemona Ridsdell,Cal Attenburrow,Ntag,China,Marshallese,2.1,7002024.61,493577.53,2/8/2017,8/12/2017
Great Expectations,Action,Kristofer Dishmon,Gerrard Fronzek,Twitternation,Portugal,Twi,3.9,3634882.14,735377.67,4/28/2023,8/31/2024
Face (Visage),Sci-Fi,Sherill Sumsion,Reidar Van Son,Pixoboo,Slovenia,Chichewa,1.0,8882049.73,551394.1,2/28/2017,5/2/2020
Endgame,Thriller,Prentiss Arrington,Corenda Fuke,Riffpath,China,Hungarian,1.9,5182348.53,932348.06,2/4/2017,7/1/2015
Jackpot 2,Comedy,Darice Diggle,Major Ricciardiello,Voonder,Indonesia,Zulu,4.9,8684782.01,106210.11,2/20/2015,6/22/2022
"Bourne Legacy, The",Fantasy,Rois Klosa,Rosaline Hoy,Kwideo,Nigeria,Bashkir,8.5,5370952.74,60998.56,4/29/2025,8/20/2017
Fearless Hyena II (Long teng hu yue),Fantasy,Hana Marzele,Aldwin Shaefer,Youfeed,Yemen,Church Slavic,8.4,2610591.94,880790.72,3/26/2017,11/3/2020
Steel Magnolias,Comedy,Tabbitha Bumford,Verina Cornthwaite,Rhybox,Thailand,Luxembourgish,0.6,2445934.35,918687.41,7/11/2015,3/6/2023
"President's Analyst, The",Sci-Fi,Shelton Le Breton De La Vieuville,Coretta Gianninotti,Jaxnation,China,Zhuang,3.4,7662571.14,829972.39,8/14/2019,5/8/2022
Iris,Fantasy,Saul Eric,Putnem Dymock,Twinte,Moldova,English,5.6,7143653.25,805804.49,7/31/2024,4/6/2016
Jet Li's Fearless (Huo Yuan Jia),Horror,Nissa Brakespear,Mannie Brandassi,Podcat,Greece,Ido,7.5,8849997.62,264659.29,7/27/2018,12/10/2015
"Pellet (Bola, El)",Action,Currie Telfer,Ericha Rieflin,Chatterpoint,China,Dzongkha,3.0,8560322.15,304128.91,1/13/2019,2/22/2023
Chicago Massacre: Richard Speck,Drama,Ephraim Coggon,Stanley Plumbridge,Oba,Philippines,Ndonga,2.4,8031607.94,960214.48,3/8/2017,12/2/2017
Harry Potter and the Deathly Hallows: Part 1,Adventure,Sindee Rubbert,Kev Kleinmann,Avavee,Finland,Afrikaans,3.8,2113466.09,666832.55,9/11/2015,4/13/2022
"Food of the Gods, The",Horror,Gardie Sizzey,Diana Mawtus,Realcube,China,Tahitian,0.6,1447918.8,186386.03,4/9/2019,1/29/2024
"Boys in Company C, The",Crime,Marcile Pattlel,Merell Lowensohn,Talane,Germany,English,0.9,2361947.26,405276.89,10/16/2024,3/24/2018
Calendar,Crime,Cassie Wreford,Bernardine Grist,Roombo,Poland,Serbian,2.2,3991378.02,363839.46,4/11/2023,1/18/2019
Practical Magic,Romance,Donavon Mussalli,Ora MacTerrelly,Wikizz,China,Assamese,9.2,1990270.57,194526.1,1/12/2017,11/10/2017
"Adventures of Hajji Baba, The",Drama,Chandal Bruckent,Oona Crottagh,Dabvine,Ukraine,Kurdish,5.1,914348.75,872627.01,7/25/2022,8/23/2017
"Wheel, The (La Roue)",Action,Therine Whittles,Adela McDyer,Plajo,Germany,Malay,4.7,5681777.28,970693.14,5/28/2017,5/2/2017
Khartoum,Comedy,Chaim Flavelle,Laverne Robard,Abata,Ukraine,Irish,6.3,9347580.65,124870.81,9/4/2023,12/2/2024
"SpongeBob SquarePants Movie, The",Thriller,Sheffy Officer,Astrix Cattini,Topiczoom,China,Lao,4.3,693777.34,608406.34,4/25/2017,3/24/2022
Heroine,Adventure,Correy Robins,Jaime Mouatt,Babblestorm,Poland,"Sotho, Southern",3.3,5936849.77,960768.25,7/6/2019,6/7/2022
"Monster Squad, The",Comedy,Brady Uphill,Nancie Duffield,Meeveo,New Zealand,Navajo,9.7,470181.2,446957.23,5/15/2020,6/29/2021
"Scene at the Sea, A (Ano natsu, ichiban shizukana umi)",Adventure,Kelila Gambie,Hogan Sprey,Vipe,Morocco,Guarani,3.6,1503485.89,681144.46,7/2/2022,9/3/2025
"SpongeBob SquarePants Movie, The",Thriller,Nataniel Deaville,Thornie Hinrichs,Oloo,Russia,Dutch,1.5,3408270.77,848887.32,11/17/2022,10/16/2022
Twilight,Adventure,Cathyleen Keynes,Janeen Dohms,Riffpath,Czech Republic,Herero,2.2,4740000.38,405297.08,2/24/2024,7/23/2018
"Christmas Carol, A (Scrooge)",Fantasy,Jo-anne Goldsmith,Salmon Rechert,Ainyx,Philippines,Venda,9.9,9782591.33,241647.72,10/1/2023,11/14/2015
"Blossoming of Maximo Oliveros, The (Ang pagdadalaga ni Maximo Oliveros)",Thriller,Cyrill Cronkshaw,Broddy Curling,Wikizz,Philippines,Kalaallisut,8.5,6956177.02,557963.14,11/18/2023,9/4/2018
Beware of Pity,Horror,Gleda Kneal,Coretta O'Heneghan,Skinix,Yemen,Swati,6.7,815951.22,767578.52,7/31/2015,5/12/2025
Osama,Crime,Demetrius Valentim,Rosamund Sandford,Meedoo,Nigeria,Kazakh,9.5,145876.12,904898.64,12/16/2023,6/16/2022
300,Adventure,Ros Banghe,Andee Kilban,Mybuzz,United States,Malagasy,0.4,304598.08,862722.12,4/17/2025,2/1/2019
Nob Hill,Horror,Cosette Trenbey,Benedikta Syde,Bubblebox,China,Ukrainian,3.4,3219060.41,584980.9,3/8/2024,8/9/2023
War of the Buttons,Drama,Herbert Ratter,Wash MacWhan,Fivechat,Indonesia,Portuguese,1.3,9077344.27,880629.33,7/24/2017,5/31/2019
Snug as a Bug (U Pana Boga za piecem),Comedy,Vanna Moncreiff,Teddy O'Heagertie,Linkbuzz,China,Ojibwa,3.1,9558644.04,337590.89,9/26/2024,8/28/2025
War Witch (Rebelle),Thriller,Esther Ferencz,Lewiss Golightly,Jaloo,Portugal,Lingala,9.3,9275112.88,154355.75,3/5/2021,9/17/2025
Jekyll & Hyde,Action,Diena Comberbach,Shelley Inch,LiveZ,Indonesia,Vietnamese,9.9,9713955.08,696784.87,10/6/2019,1/31/2021
"Man Who Fell to Earth, The",Crime,Leonanie Eloy,Sherilyn Terron,Blogtag,China,German,8.0,6979594.25,49767.38,11/27/2015,8/11/2024
"Rocket from Calabuch, The (Calabuch)",Thriller,Vonni Kernocke,Darcee Kiwitz,Rhyloo,Indonesia,"Bokmål, Norwegian",6.5,7270338.38,326280.87,7/21/2017,6/29/2017
Eulogy,Fantasy,Clay Davet,Hugo Beckhouse,Vinder,Argentina,Pali,9.2,5577467.95,283721.46,3/7/2025,10/11/2024
Detroit Rock City,Adventure,Renado Kingh,Kennedy Blazynski,Youspan,Indonesia,Akan,5.0,5573812.31,188672.68,1/11/2022,11/1/2020
"Life of Aleksis Kivi, The (Aleksis Kiven elämä)",Sci-Fi,Eolande Gawthorp,Aubrey Padden,Shufflester,China,Dzongkha,7.6,107126.73,277215.51,7/9/2019,1/2/2015
Shadowlands,Comedy,Harmony McGiven,Madelena Rulf,Tazzy,Russia,Amharic,3.7,7604760.62,705731.22,5/27/2024,3/22/2017
"Tall Men, The",Crime,Elnar Imbrey,Kimball Aucoate,Skimia,Gabon,Icelandic,4.8,2955341.89,576430.0,1/2/2019,11/25/2022
Scenes of a Sexual Nature,Adventure,Maybelle Carding,Bourke Feely,Quaxo,Italy,Afrikaans,9.3,247049.02,243915.13,8/27/2015,11/9/2023
Still Crazy,Crime,Emlynne Gout,Mitzi Cottem,Tambee,Yemen,Western Frisian,1.5,5490662.89,160014.15,1/17/2021,2/17/2015
Ghost Story,Fantasy,Burke Ragbourn,Bailey Lafond,Fadeo,Ukraine,Lao,1.9,1261019.18,139183.69,5/16/2018,2/15/2021
"11'09""01 - September 11",Drama,Harcourt Coulthard,Becca Brinkley,Twiyo,Afghanistan,French,7.8,3326222.51,204662.06,6/5/2021,8/10/2017
Push,Drama,Udale Ferney,Theresina Meiklejohn,Meevee,Ukraine,Danish,6.7,9946968.38,669230.37,1/18/2018,3/13/2020
My Brother Tom,Action,Gunther Terrans,Raquel Bene,Yotz,France,Polish,2.4,2955111.37,747712.57,12/25/2022,12/12/2021
Let It Be,Romance,Currey Niaves,Scarlett Toll,Rhyzio,Japan,Northern Sami,4.9,2330152.0,416419.06,8/8/2024,9/15/2021
H.O.T.S.,Fantasy,Misty Billanie,Lloyd Winckworth,Livepath,Macedonia,Ido,9.4,8282689.81,204804.96,12/8/2022,4/29/2018
Trouble with the Curve,Horror,Daniella Riseley,Moore Jouannisson,Kanoodle,Kazakhstan,Oriya,5.3,6035406.04,700125.85,4/28/2024,5/2/2024
Dear Frankie,Crime,Ced Eivers,Ker Rizzini,Kwinu,Japan,Avaric,7.4,2610701.9,544996.5,4/15/2015,4/16/2015
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De)",Thriller,Lek Laurenceau,Christoph Etches,Vitz,Germany,Lithuanian,7.9,2478612.59,147828.25,8/10/2015,1/1/2024
Hellgate,Fantasy,Somerset Dani,Shell Peschmann,Dabvine,Egypt,Komi,7.5,9870100.65,899772.1,5/7/2015,4/20/2016
"Leech Woman, The",Drama,Kahlil McIlwrick,Anna Hanster,Wordware,Ukraine,Galician,7.3,1865736.92,959696.09,8/3/2016,1/12/2019
A Summer in La Goulette,Action,Saree Briddle,Corinne Blum,Buzzshare,China,Portuguese,3.2,1183401.94,270934.17,9/9/2020,3/5/2025
Spinning Plates,Romance,Barbara-anne Deppen,Birch Smeed,Flashdog,Kuwait,Uzbek,2.6,9227444.89,839603.24,11/30/2022,9/21/2017
Batman: Under the Red Hood,Action,Christoph Vergine,Nell Francie,Jayo,Brazil,Rundi,7.4,6605108.93,636023.73,7/23/2016,1/18/2017
"Pyromaniac's Love Story, A",Action,Marmaduke Gamblin,Maddy Prince,Skaboo,Philippines,Ukrainian,6.9,2190892.05,252633.62,4/17/2024,3/8/2024
"Mysterious Island, The",Adventure,Francoise Bastistini,Hagen Druhan,Voonix,Democratic Republic of the Congo,Chamorro,3.3,8109431.67,199282.45,5/8/2018,6/21/2025
Skinwalkers,Action,Clayborn Paterson,Janel Carnaman,Avamba,United Arab Emirates,Romanian,7.8,5662550.35,536626.78,6/11/2020,6/4/2019
My Favorite Season,Fantasy,Adiana Eburne,Niall Borland,Flashdog,China,Fulah,9.4,7783327.37,983752.0,3/5/2022,4/20/2020
"Noose, The (Petla)",Crime,Chrisse Spir,Nanine Alwell,Babbleblab,China,Marathi,1.4,6982187.34,252000.95,2/7/2017,6/22/2017
"Fly II, The",Drama,Fallon Farryn,Christiane Romaint,Mudo,Brazil,Burmese,8.2,3594957.92,29038.08,4/24/2017,4/4/2021
1984,Comedy,Iggie Etherton,Victoria Jagiello,Cogibox,Philippines,Polish,4.3,5599664.95,204082.27,1/14/2024,9/8/2025
Of Time and the City,Adventure,Clementine Brunroth,Ninnetta Wickman,Skyvu,Russia,Hungarian,1.9,9600783.47,437104.48,11/14/2019,7/24/2025
"Garage, The",Comedy,Iris Cecchetelli,Gussie Smewings,Thoughtblab,Armenia,Sundanese,3.3,9556558.08,107737.69,6/10/2018,6/2/2021
"Innocents, The",Crime,Ruggiero Summerskill,Dodie Febvre,Twinte,Chad,Tagalog,1.1,1406324.36,159533.2,9/19/2025,12/7/2020
"Student, The (El estudiante)",Action,Lisle Battaille,Rania McDunlevy,Zoozzy,China,Akan,9.5,2849242.11,729149.28,11/20/2015,11/17/2015
Orchestra Wives,Sci-Fi,Kimberlee Leet,Jeannette Akerman,Photojam,Japan,Urdu,1.7,1798456.0,713599.48,1/25/2021,4/20/2018
"Pope's Toilet, The (El bano del Papa)",Adventure,Rodolph Behnke,Reggie Walters,Leenti,China,Marshallese,6.6,5782681.03,276879.7,8/16/2020,4/29/2017
The Amazing Dr. Clitterhouse,Thriller,Scottie Scholig,Clayson Knowles,Kwinu,Luxembourg,Haitian,0.6,3805280.42,489786.98,12/26/2016,3/1/2018
Dragonslayer,Drama,Guthrie Lightbowne,Legra Georgeson,Devshare,Luxembourg,Malayalam,9.6,7338988.81,621784.52,8/31/2017,1/17/2020
Atomic Rulers of the World,Romance,Lucy Fabbro,Allis Hilbourne,Fiveclub,Afghanistan,Panjabi,1.5,3203502.42,417949.41,1/27/2018,1/1/2017
Taxi,Romance,Rosette Limeburner,Madelin Brazener,Jabbertype,China,Chichewa,3.6,6582319.58,102333.86,3/5/2015,1/30/2021
Indecent Proposal,Comedy,Skelly Dods,Joey Bellie,Divavu,Czech Republic,Czech,8.0,7354124.42,37963.44,8/5/2024,10/26/2015
In the Midst of Life (Au coeur de la vie),Thriller,Nissa Wingate,Saree Ashton,Devshare,Malaysia,Macedonian,4.8,9000580.64,656681.24,9/18/2020,2/10/2025
Feiern,Thriller,Teodora Orridge,Windham Busst,Pixonyx,Sweden,Twi,1.3,2277675.33,904028.8,2/18/2015,1/27/2021
Samurai Spy (Ibun Sarutobi Sasuke),Drama,Ginger Curedale,Giordano Keaves,Yombu,China,Pushto,2.0,4208448.54,351040.71,2/2/2016,4/5/2023
SS Experiment Love Camp (Lager SSadis Kastrat Kommandantur),Action,Cullen Gallehock,Juieta Lawty,Eimbee,Suriname,Yoruba,5.5,5783490.47,223975.27,12/8/2020,2/27/2021
Gun Fury,Sci-Fi,Noah Eustis,Alfonso Danzig,Trilia,Philippines,Lithuanian,1.4,8751742.31,865043.44,9/29/2016,12/20/2022
"Wrong Box, The",Crime,Marvin Keam,Fredia Troop,Eayo,Brazil,Turkish,7.9,4801151.92,733397.85,7/29/2020,8/10/2025
Skidoo,Drama,Geri Fattori,Boothe Petrovykh,Livepath,Martinique,Ukrainian,1.4,2988283.93,558230.53,3/12/2017,6/1/2023
Pusher,Action,Hebert Budget,Augustine Cochern,Meejo,China,Nauru,0.2,9898903.84,415580.42,4/9/2023,3/25/2015
Decoding the Past: Secrets of the Koran,Action,Birgit Hammerberg,Stephine Buston,Skyndu,Greece,Swati,4.8,3811206.92,278083.59,7/6/2017,9/24/2024
Pekka ja Pätkä Suezilla,Crime,Joe Sommerled,Gardie Bunkle,Linkbridge,Poland,"Bokmål, Norwegian",7.3,1348605.3,380839.37,7/25/2021,1/22/2024
Night Flight,Action,Fey Jovanovic,Lemmy Kenwrick,JumpXS,Indonesia,Kashmiri,2.4,9634868.29,812149.31,7/29/2025,3/19/2021
Strange Invaders,Drama,Seana Jedrasik,Betty Weinham,Photobug,Brazil,Korean,2.9,4530911.85,235384.86,5/7/2015,12/2/2021
Redemption: For Robbing the Dead,Thriller,Lana Chaim,Mendel Barratt,Dynava,France,Tswana,5.8,2540647.38,575027.95,9/4/2022,5/5/2016
Spice World,Romance,Smitty Wardingley,Jacklyn MacPherson,Devcast,Russia,Luba-Katanga,1.3,1480279.08,267578.81,1/29/2016,3/25/2017
In the Land of Blood and Honey,Drama,Carny Eveling,Janessa Knotton,Babbleblab,China,Chamorro,5.3,1468463.59,909557.19,2/2/2024,1/12/2021
Soft Toilet Seats,Sci-Fi,Keith Bleeze,Fabien Karpmann,Meembee,Russia,Limburgan,2.3,7478118.99,438337.12,10/19/2018,10/11/2023
Pool of London,Action,Christoforo Hunn,Vick Shippey,Skimia,Mauritius,Armenian,3.9,2786900.34,362670.42,9/30/2015,4/25/2017
"People Under the Stairs, The",Romance,Waldemar Haville,Kalinda Leppington,Bluezoom,Indonesia,Armenian,6.7,6512626.07,116957.49,11/18/2021,7/3/2017
Saps at Sea,Horror,Adolf Morrad,Arluene Zienkiewicz,Jabbercube,China,Gaelic,0.2,3150316.91,752600.77,11/2/2024,6/12/2025
Harrison's Flowers,Adventure,Warren Milkeham,Jeannette Alsford,Twimm,Czech Republic,Spanish,1.0,175747.14,509324.74,1/11/2015,8/16/2022
Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24),Romance,Nisse Schuster,Roseanne Dibben,Wikido,China,Tagalog,2.2,214205.63,272225.38,11/22/2018,1/2/2018
"Goodnight, Mister Tom",Horror,Beatrix Potebury,Dorris Rydeard,Jabbersphere,Peru,Norwegian,2.4,2656818.97,494980.78,5/15/2024,4/27/2023
"Tale of Zatoichi, The (Zatôichi monogatari) (Zatôichi 1)",Sci-Fi,Tore Beddingham,Welbie Breinl,Gabtype,China,English,7.6,9931125.21,140584.85,3/12/2015,1/4/2024
Sister Helen ,Fantasy,Jocelyn Teasdale-Markie,Temple Robbie,Leexo,Ethiopia,Aragonese,4.3,5863914.8,607297.08,5/17/2024,11/12/2021
China Blue,Drama,Kellina Goodwin,Felic Tudor,Quinu,China,Malayalam,0.5,3728161.59,679485.14,6/3/2023,1/5/2021
"Debt, The",Romance,Alford O' Finan,Jamison Timby,Skivee,Indonesia,Hiri Motu,6.2,3846810.94,920907.82,3/8/2017,2/27/2025
