movie_title,genre,release_date,director,lead_actor,box_office_sales,rating,production_company,country_of_origin,language,budget,sequel
John Rabe,Comedy,8/7/2006,Gypsy Padly,Andeee Kalaher,3874457.35,5.1,Jetpulse,China,Bislama,461938.82,FALSE
"Tramp, The (Awaara) (Awara)",Comedy,2/18/2020,Yvor O'Hengerty,Maria Curzey,7702441.34,1,Twitterbridge,United States,Twi,662045.62,FALSE
"Friend of the Deceased, A (Priyatel pokonika)",Sci-Fi,8/30/2013,Galvin Cornill,Marshall Indge,3518911.69,2.5,Fanoodle,China,Pali,857581.94,FALSE
Snow on Tha Bluff,Comedy,5/29/2019,Melvin Hathaway,Emile Emburey,9849547.77,4.5,Youspan,Indonesia,Kurdish,685826.58,TRUE
Catastroika,Horror,7/25/2014,Josiah Billyeald,Everett Petersen,4742752.75,4.9,Trupe,Indonesia,Uzbek,41918.72,TRUE
Fright,Comedy,9/29/2021,Sissie Kingscote,Coleman Boydle,9607013.59,7.2,Voonix,Portugal,Javanese,396473.12,TRUE
"Amityville Curse, The",Action,6/16/2005,Gianni Portis,Huntlee Shewry,8107285.31,4.3,Tagopia,Japan,Ojibwa,768841.36,TRUE
Coogan's Bluff,Sci-Fi,7/12/2009,Diarmid Chattell,Gretel Liffey,3032374.9,1.6,Divavu,Slovenia,Uighur,688543.22,FALSE
"War Within, The",Drama,11/16/2022,Gladys Topping,Jodi Delafont,4922409.98,3,Yadel,Ukraine,Malay,52623.62,TRUE
Madonna of the Seven Moons,Sci-Fi,6/4/2007,Wilhelm Dunridge,Bay Scafe,4392989.19,9.7,Thoughtbridge,Mexico,Icelandic,583878.87,FALSE
Careful,Action,10/1/2020,Ruben Plant,Ric Hitcham,7224411.55,5.5,Mita,Indonesia,Irish,377480.05,TRUE
"Illusionist, The (L'illusionniste)",Action,10/11/2021,Clare Lenham,Jon Templeton,1818432.46,6.1,Gabcube,Kazakhstan,Romansh,583370.15,TRUE
Seven Brides for Seven Brothers,Action,4/18/2009,Hermione Noon,Emili Tutsell,3148800.43,3.5,Mymm,Slovenia,Hungarian,493584.1,TRUE
Divorce,Action,10/3/2019,Rowena Allibon,Peirce Erangey,6929625.15,9.9,Talane,Indonesia,Haitian,846539.46,FALSE
Ghost Town,Horror,3/21/2006,Lorilee Barneville,Lilli Markwelley,5666179.7,8.6,Twinder,Poland,Ganda,606030.4,FALSE
Angels Over Broadway,Drama,7/22/2021,Eliot Filson,Zeke Geggus,9419303.15,7.2,Geba,Ukraine,Swati,820117.49,TRUE
Exposed,Horror,4/27/2012,Lin Leitch,Caprice Masey,3680410.62,7,Youfeed,United States,Azerbaijani,970974.59,FALSE
Sweet Movie,Horror,2/7/2007,Rea Hallgate,Paul Pointin,8145147.81,7.1,Topicstorm,Russia,Catalan,959052.47,FALSE
Sarah Silverman:  We Are Miracles,Action,10/7/2021,Lutero Rostron,Graehme Dionisetto,3483298.75,6.6,Wordtune,Hungary,Inuktitut,706808.63,TRUE
"Century of Cinema, A",Horror,4/14/2011,Alexandra Husset,Moll Whistance,2721822.77,3.9,Midel,Brazil,Tswana,530606.89,TRUE
Robin-B-Hood (Bo bui gai wak),Action,10/7/2011,Breanne McAllaster,Konstantine MacUchadair,585140.24,7.3,Mynte,Philippines,Korean,808401.81,TRUE
Dorian Gray,Horror,5/25/2019,Dilly Hakewell,Bil Brettor,8817333.03,8.4,Yoveo,Botswana,Kashmiri,954734.29,FALSE
Beaver Trilogy Part IV,Action,6/25/2003,Harris Conew,Julianna Spriggen,1288131.98,3.1,Babbleopia,China,Cree,949697.34,TRUE
"Cube of Sugar, A (Ye Habe Ghand)",Comedy,1/31/2015,Paton Brosel,Benedetto Peach,889675.32,5.9,Topicstorm,Kosovo,Swati,46707.32,TRUE
3096 Days,Comedy,2/18/2008,Ulises Kemsley,Dewitt Crossgrove,600615.9,0.4,Skyba,Indonesia,Irish,642389.23,TRUE
"Pelican, The (Le Pelican)",Comedy,8/10/2009,Nisse Phlipon,Cindy Goldin,514542.31,6.1,Zoombeat,China,Avestan,454708.53,TRUE
What If... (An...),Horror,1/25/2002,Pippo Cornwell,Maybelle Milverton,2125304.43,0.1,Tagopia,Poland,Quechua,989486.99,TRUE
"House on Telegraph Hill, The",Action,3/21/2019,Robinia Wyper,Ellette Klima,4692076.75,4.2,Browseblab,Canada,Malagasy,265257.13,FALSE
My Giant,Sci-Fi,2/4/2018,Kalila Labden,Elita Hillock,9733562.64,7.2,Gabtune,Syria,Zhuang,696579.3,FALSE
James and the Giant Peach,Action,7/8/2022,Sheelagh Chason,Candida Bour,7571249.61,2.1,Rhynyx,Botswana,Pali,897561.85,TRUE
Cadillac Man,Comedy,4/10/2019,Ninnetta O'Hannigan,Thibaud Sausman,1854869.43,6,Roombo,North Korea,Chechen,673598.73,FALSE
Out of Time,Comedy,2/18/2020,Tiebold Phair,Freddie Revely,6104793.21,7.2,Jamia,Philippines,Thai,277732.14,FALSE
Bianca Beauchamp: All Access,Drama,4/23/2010,Herc Lukock,Matteo Wardingly,6573432.92,5.3,Ainyx,China,Lingala,158874.28,FALSE
The UFO Incident,Drama,5/17/2001,Jeth Housaman,Lucita McGreary,8053738,6.5,Twitternation,Indonesia,Inupiaq,30479.06,FALSE
Salem's Lot,Action,5/17/2000,Titos Gheorghescu,Debora Desseine,5294125.16,4.9,Linkbuzz,Guatemala,Hungarian,133112.91,FALSE
Joan of Paris,Action,9/21/2001,Kinsley Scranny,Lee Covey,7545576.55,7.5,Trilith,France,Nauru,563914.53,TRUE
Chain Reaction,Comedy,6/20/2019,Filmore Keyme,Lorelle Besse,8914792.97,4.5,Wordpedia,Palestinian Territory,Marathi,295284.63,FALSE
In the Winter Dark,Comedy,3/2/2000,Derick Dingivan,Dunstan Lamont,7635307.44,8.1,Abatz,Indonesia,Azerbaijani,307795.56,FALSE
12:08 East of Bucharest (A fost sau n-a fost?),Drama,10/2/2008,Bryn Caudray,Orin Ondricek,6173193.66,9.8,Eayo,China,Chechen,135018.44,FALSE
Lupin the Third: The Secret of Mamo,Sci-Fi,12/7/2009,Faulkner Brayshaw,Meyer Bartle,9472720.12,8,Zoombeat,China,Rundi,110193.39,TRUE
"Way Ahead, The (a.k.a. The Immortal Battalion)",Action,9/27/2006,Jillana Dudderidge,Talbert Sinnock,4034457.05,0.5,Voolia,Iran,Zulu,484310.31,TRUE
Hemingway & Gellhorn,Drama,2/26/2011,Anabal Kobierski,Olly Handman,8094401.2,7.3,Voonder,United States,Kalaallisut,22351.77,TRUE
Charm School (Niñas mal),Horror,1/11/2015,Staford Chidwick,Ban Burgher,457273.11,9.8,Bubblemix,Argentina,Maltese,592761.24,FALSE
Carolina,Horror,10/7/2015,Dorie Joscelyne,Flinn Kobierski,9970834.26,3.4,Photospace,China,Latvian,205869.22,TRUE
"8 Diagram Pole Fighter, The (a.k.a. Invincible Pole Fighter) (Wu Lang ba gua gun)",Drama,5/25/2000,Kaela Retter,Sandi Vamplers,2931014.16,7.5,Skinder,Sweden,Tswana,928706.97,TRUE
3 A.M.,Action,3/2/2021,Tessie Farrance,Kaine Jankovic,7861375.47,1.6,Wikivu,China,Chuvash,684391.64,FALSE
Sparrows Dance,Drama,3/21/2009,Keane Renoden,Pansie Harmon,9312747.65,9.3,Skiptube,Ukraine,Croatian,859322.38,FALSE
Warriors of Heaven and Earth (Tian di ying xiong),Drama,9/4/2016,Jenny Elwel,Trisha Basford,3247643.2,2.9,Wikivu,Bosnia and Herzegovina,Oromo,647936.95,TRUE
Tootsie,Sci-Fi,6/21/2000,Booth Emblem,Othella Brogden,206167.34,2,Ozu,Thailand,Marshallese,109570.48,TRUE
Paradise Lost 3: Purgatory,Horror,10/18/2004,Marni Petrie,Keefe Steels,1434942.74,10,Kazu,Czech Republic,Tamil,735031.33,FALSE
Hoodoo Ann,Action,7/25/2005,Zelma Linacre,Redford Kiffe,3481433.81,6.5,Thoughtstorm,Russia,Tonga (Tonga Islands),60671.8,TRUE
Battlestar Galactica: Razor,Comedy,7/17/2019,Addie Chillingsworth,Minna Eby,5142932.14,3.2,Dynava,Russia,Turkmen,514275.28,TRUE
I'm No Angel,Comedy,8/9/2021,Justinn Cookley,Audrye Crabb,9759233.29,6.8,Flashset,China,Tsonga,669740.42,TRUE
"Story of Maths, The",Horror,12/20/2012,Ilaire Pulman,Helen-elizabeth Garratt,9254293.66,3.6,Voolith,Kazakhstan,Arabic,135905.01,FALSE
The Count of Monte Cristo,Comedy,10/13/2014,Martie Flury,Maris Dalglish,697791.32,2.7,Brainlounge,Vietnam,Shona,538298.53,FALSE
Bethlehem,Drama,3/24/2003,Dory Stonham,Gualterio Danes,8029070.05,3.1,Zoombeat,China,Kirghiz,117773.25,FALSE
Alvarez Kelly,Horror,1/8/2000,Gwen Harnetty,Tamas M'Chirrie,2822950.13,1.1,Realfire,Mexico,Ossetian,324549.32,TRUE
Viva Zapata!,Sci-Fi,8/6/2016,Iorgo Canto,Valentin Gossage,2072690.69,9.4,Eayo,Indonesia,Oriya,833706.52,FALSE
Trench Road (Juoksuhaudantie),Sci-Fi,5/7/2003,Lionello Hutfield,Lenette Hruska,657240.29,6.7,Zazio,Lithuania,Malayalam,470609.09,TRUE
"King in New York, A",Action,4/28/2006,Michele De Domenicis,Amie Bungey,2900669.02,1.8,Dablist,Czech Republic,"Greek, Modern (1453-)",467227.28,TRUE
"Lawless Street, A (Marshal of Medicine Bend)",Comedy,4/5/2021,Mattie Leedal,Nessa Hick,609845.53,3.7,Voonte,Portugal,"Ndebele, North",554145.93,TRUE
My Piece of the Pie (Ma part du gâteau),Horror,7/31/2013,Augusto Flemyng,Debi Cicchinelli,1315092.78,9.9,Centimia,Afghanistan,Yoruba,803220.41,FALSE
"Go-Between, The",Sci-Fi,8/14/2000,Kristel McLinden,Cully Klemensiewicz,9466985.93,0,Gevee,Argentina,English,237930.16,TRUE
D-War (Dragon Wars),Sci-Fi,9/13/2016,Claiborne Jostan,Jaymie Jenik,5470392.89,0.5,Eimbee,Serbia,Icelandic,42891.33,FALSE
Starry Eyes,Action,4/19/2006,Gratiana Dunridge,Modesta Mateo,3163638.85,2.9,Skimia,Czech Republic,Tajik,259132.07,FALSE
Ghoulies,Comedy,11/10/2000,Laverne Dabner,Bill Furzer,3810866.72,7,Babblestorm,Peru,Pali,819764.26,TRUE
The Diary of Preston Plummer,Action,7/10/2012,Chuck Twede,Marten Beiderbeck,9097714.94,1,Skyvu,China,Tsonga,27981.03,FALSE
Stars in Shorts,Comedy,7/25/2007,Udale Tithecott,Sada Antonsson,6376318.06,4.1,Zoomcast,China,Rundi,579644.63,TRUE
Life with Mikey,Horror,6/5/2013,Chiquita Lantuffe,Joella Aitkenhead,8662325.59,9.4,Flipstorm,Ireland,Somali,975153.04,TRUE
Fire Over England,Comedy,7/12/2022,Jarrad Boken,Easter Hamsley,9862757.18,8.2,Riffpedia,Democratic Republic of the Congo,Malay,346052.7,FALSE
Drug War (Du zhan),Horror,8/4/2011,Emelina Fonte,Lita Cansdill,5765965.8,1.9,Nlounge,Indonesia,Cree,605566.22,FALSE
Che: Part One,Drama,4/5/2015,Shalne Badrock,Barney Thirkettle,829368.29,8.2,Kimia,China,"Bokmål, Norwegian",912587.03,FALSE
Fred: The Movie,Sci-Fi,6/21/2008,Ashien Kubin,Wiatt Bein,6546645.05,0.2,Chatterpoint,China,Welsh,234854.86,TRUE
Blackball,Sci-Fi,2/13/2011,Megen Freebury,Deeanne Vasovic,6899473.16,5.1,Gigashots,Canada,Chamorro,303127.38,TRUE
"Dark, The",Sci-Fi,10/11/2022,Bryan Plumtree,Ida Billany,5773899.81,0.5,Thoughtmix,Poland,Ido,952157.85,FALSE
Chicks with Sticks,Drama,12/20/2021,Dare Tomalin,Dorelia Tottem,959357.31,7.5,Devify,China,Tswana,361372.79,TRUE
A Viking Saga: The Darkest Day,Drama,4/10/2009,Lanny Saipy,Morissa Digwood,6306087.35,1.8,Roombo,Mexico,Wolof,594891.6,FALSE
"Flame and the Arrow, The",Sci-Fi,3/24/2006,Hubie Nasey,Bennie Hovie,7090365.56,2.4,Buzzdog,United States,Divehi,907371.45,FALSE
New York Cop (Nyû Yôku no koppu),Action,4/18/2022,Marijo Gadsden,Madalyn Alyokhin,8219944.21,2.2,Blogtag,Indonesia,Yiddish,354391.25,FALSE
"Lion King, The",Comedy,5/17/2011,Peta Woodard,Maris Abbot,9251066.89,6.3,Oyoba,Indonesia,Tibetan,680855.95,TRUE
Gia,Horror,11/6/2011,Alanna Cawker,Patricio Guilloux,9165233.9,1.5,Tazz,Slovenia,Divehi,677945.99,FALSE
I Give It a Year,Sci-Fi,6/15/2001,Nicolina Jewes,Gerrie Wombwell,7462721.34,8.1,Abata,United States,Church Slavic,81755.08,FALSE
"Four Seasons, The",Sci-Fi,11/4/2014,Mireille Upchurch,Linet Lorkin,5972170.23,1.7,Tagopia,Russia,Swati,274321.5,FALSE
Agent Red,Drama,5/15/2007,Dolorita Corley,Kaylil Dewer,3979826.16,2.3,Lazzy,Indonesia,Kongo,343573.14,TRUE
"Little Princess, The",Horror,6/22/2011,Myrwyn Capper,Annamarie Eddington,2782432.45,2,Photolist,China,Hebrew,438527.87,FALSE
Forest (Rengeteg),Horror,10/29/2002,Emmerich Talboy,Vonny Jotcham,9101352.33,2.7,Skippad,China,Albanian,961203.36,TRUE
Charlie Chan at the Circus,Sci-Fi,7/19/2013,Horace Mowle,Jaquenetta Bruff,3267382.64,0.8,Rhybox,East Timor,Chamorro,247737.84,TRUE
Big Nothing,Comedy,11/29/2003,Athene Blackboro,Trixie Medland,3592440.69,9.9,Skaboo,Russia,Shona,801103.78,FALSE
Night Catches Us,Drama,7/14/2010,Michal Bartolommeo,Scotti Dybald,9731288.2,6.6,Mybuzz,Czech Republic,Macedonian,633568.39,TRUE
Taken,Sci-Fi,1/28/2014,Genevra Gilman,Bone Fazakerley,4125244.17,4,Youspan,Brazil,Sichuan Yi,561859.09,FALSE
Save Me,Comedy,12/4/2022,Zsa zsa Trulocke,Jemimah Maxstead,3093762.04,4,Podcat,China,Yiddish,785421.89,FALSE
"Cincinnati Kid, The",Sci-Fi,5/2/2001,Arnold Velde,Joyce Beddows,6001785.71,8,Browsedrive,China,Hebrew,667962.32,TRUE
In My Sleep,Action,12/25/2004,Hadlee Follitt,Jose Menco,4580796.34,8.8,Eayo,China,Northern Sami,769771.69,FALSE
Space Chimps,Horror,4/10/2000,Wallas Kuzma,Joy Candlin,6496869.02,2.6,Tekfly,Indonesia,Korean,431462.94,TRUE
Frenchman's Creek,Action,11/29/2006,Nicky Arboin,Joline Vasyutin,8187739.74,7.4,Oodoo,China,Hebrew,760693.5,FALSE
Pretty Persuasion,Horror,6/24/2014,Melina Ghiron,Emile Hollyar,9377801.57,3.6,Realblab,Netherlands,Oromo,350241.74,TRUE
"Curiosity of Chance, The",Drama,9/14/2018,Brander Foxcroft,Saxon Barnish,3065101.36,7.1,Vidoo,Palestinian Territory,Xhosa,26501.09,FALSE
Saving Face,Action,11/23/2002,Tera Edgeler,Jackson Dabinett,1453309.05,5.2,Gigashots,Greece,Interlingua (International Auxiliary Language Association),208874.56,TRUE
Party Monster,Action,6/19/2021,Georgianna Greenhead,Denys Northgraves,812882.76,3.9,Mudo,Germany,Oromo,889686.24,FALSE
"Edge of Heaven, The (Auf der anderen Seite)",Drama,4/4/2001,Imogene Gile,Mead Wolstencroft,5886610.24,9.4,Ntag,Brazil,Zhuang,355161,TRUE
All the Way Home,Comedy,2/20/2018,Belia Kelly,Nessi Faivre,7212050.99,3,Dabjam,Nepal,Chinese,466660.28,FALSE
"Hip Hop Witch, Da",Comedy,10/7/2017,Olympe ducarme,Ede Redsull,538400.47,3.5,Browsedrive,Malaysia,Serbian,860646.25,FALSE
Marianne & Juliane (Die Bleierne Zeit),Drama,1/19/2019,Edithe De Blasi,Jessa Pringour,3733236.07,7.6,Edgeclub,Japan,Irish,686711.63,TRUE
"Murder of Crows, A",Drama,12/19/2001,Cory Grimestone,Correy Gettens,2253745.03,4.9,Lazzy,Colombia,Kirghiz,425826.53,TRUE
Let It Snow,Action,12/9/2002,Tate Walsh,Auguste Anslow,8073270.03,1.6,Zoombox,Indonesia,Herero,195404.05,TRUE
Anna,Action,10/13/2019,Lenore Tungate,Ruttger Mucklow,4081004.88,3.2,Meezzy,United States,"Ndebele, North",275795.79,TRUE
"Loving Story, The",Action,1/5/2000,Hallie Roddie,Gunilla Nutbeam,7827492.34,3.8,Gabcube,Poland,Walloon,434416.36,TRUE
Sexy Baby,Comedy,4/24/2013,Cob MacNeice,Layla Staynes,7832514.93,4.3,Divavu,Indonesia,Swedish,923880.06,TRUE
King Boxer: Five Fingers of Death (Tian xia di yi quan),Action,9/10/2019,Margi Braitling,Row Belderfield,4897462.18,8.7,Dabshots,Madagascar,Lithuanian,563637.66,TRUE
"Psychomania (Death Wheelers, The)",Sci-Fi,11/14/2013,Andrus Able,Lisa Lyddiard,4027650.33,7,Devbug,Peru,Polish,752247.61,FALSE
Haunted Castle,Action,7/31/2017,Sari Nardrup,Arty Follit,2432740.79,7.2,Jabberstorm,Poland,Czech,295481.57,TRUE
Two Guys Talkin' About Girls,Sci-Fi,6/23/2016,Helaine Grimley,Roma Dunsleve,8225686.7,8.4,Quire,Russia,Kongo,615426.16,FALSE
Up the Yangtze,Drama,8/17/2011,Windy Hulle,Melessa Pedel,1361901.93,1.6,Zoonder,Niger,Komi,802338.13,TRUE
Mala Noche,Horror,9/15/2006,Colin Syddon,Dougie Drogan,9118464.14,2.7,Realcube,Hungary,Divehi,441156.56,FALSE
Outpost,Horror,10/3/2007,Hannie Duddle,Ravid Mapples,1658330.47,4.2,Livetube,China,Avestan,94149.27,TRUE
Tekken,Comedy,6/17/2013,Ray McAw,Dodi Duffy,5287767.37,1.8,Topdrive,China,Malagasy,308896.15,TRUE
In Your Eyes,Sci-Fi,7/13/2020,Heddi Okell,Joyann McLarens,2352897.63,6.7,Thoughtmix,Argentina,Macedonian,801843.1,FALSE
Howling IV: The Original Nightmare,Comedy,8/27/2016,Saundra Lidstone,Samaria Labrow,2358996.53,0.6,Jetwire,Cameroon,Limburgan,513071.19,FALSE
"General's Daughter, The",Horror,1/29/2012,Marcille Arpin,Allianora Chantree,5468104.1,8.1,Vipe,Philippines,Romansh,170179.62,TRUE
"The Hire: Follow, The",Drama,12/6/2007,Milena D'Emanuele,Carmelita Liddall,4972663.61,1.4,Photobug,France,Malayalam,917944.31,FALSE
Jauja,Action,4/18/2021,Gianni Kupper,Brock Fright,8517857.1,3.8,Feedfire,Kenya,Hausa,972304.8,FALSE
Youth of the Beast (Yaju no seishun),Horror,2/4/2019,Rhetta Siemens,Emmalynn Dukelow,2365019.8,2.7,Photobean,Portugal,Hiri Motu,690480.25,TRUE
Happy Birthday to Me,Action,8/29/2000,Ron Grugerr,Chance Poe,529568.17,7.3,Ozu,Vietnam,Burmese,725313.05,TRUE
Casual Sex?,Drama,4/12/2000,Marcos Lidyard,Domenic Neary,939753.71,9.6,Brainsphere,Indonesia,Oriya,594333.06,FALSE
Home,Action,12/13/2019,Hermann Jerisch,Harriette Overall,8668846.63,4.8,Realbridge,China,Faroese,522158.72,TRUE
Faat Kiné,Comedy,7/16/2018,Leif Pickthorne,Killian Moreton,7439648.04,0.5,Twitterwire,Poland,Hindi,656249.51,FALSE
Road Trip,Sci-Fi,2/1/2004,Veronika Foort,Letti Simmill,7737028.6,7,Wordpedia,Japan,Northern Sami,375793.75,FALSE
"Trial of Joan of Arc, The (Procès de Jeanne d'Arc)",Drama,3/17/2021,Delmer M'cowis,Annadiana Skully,9166360.37,3.9,Shufflebeat,United States,Somali,199423.74,FALSE
"Harvest/La Cosecha, The",Comedy,7/4/2008,Erie Jakobssen,Sebastian Sedgemore,2646314.21,3.9,Fadeo,Russia,"Bokmål, Norwegian",629249.06,TRUE
Sparrow (a.k.a. Cultured Bird) (Man jeuk),Sci-Fi,7/4/2009,Brenden Bales,Filberte Petherick,7559181.85,5.8,Twimbo,Indonesia,Burmese,40884.94,TRUE
Barefoot in the Park,Drama,2/5/2001,Elly Jukubczak,Cal Dashkov,1147522.93,4.3,Avamba,China,Pushto,708570.29,FALSE
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Sci-Fi,8/30/2017,Clarette Van Halen,Ofella Adamiak,357250.01,8.8,Jaxspan,North Korea,Dutch,541033.18,FALSE
Enchanted,Drama,5/11/2013,Carlyn Sabben,Ennis Larrosa,3503151.29,8.5,Yamia,Palestinian Territory,Georgian,595784.73,FALSE
These Are the Damned (a.k.a. The Damned),Drama,3/3/2003,Margarethe Ratray,Rowen Delap,2437077.03,5.8,Blogspan,Haiti,Bashkir,403712.31,TRUE
Ace Attorney (Gyakuten saiban),Action,1/30/2004,Raffaello Congdon,Early Yon,2594355.44,3.9,Chatterpoint,Philippines,Inupiaq,17424.5,TRUE
Hickey and Boggs,Sci-Fi,2/14/2020,Christoforo Trowsdall,Drud Waycot,5662265.26,4.5,Flipstorm,Nigeria,Kalaallisut,808518.04,FALSE
"Sea Wolves, The",Action,4/20/2005,Constantine Mourgue,Filippo Norvill,1496506.79,5.2,Buzzshare,Indonesia,Samoan,264210.19,FALSE
Atrocious,Drama,4/18/2006,Ranee Rees,Quinn Orton,4244858.53,9.3,Yacero,Russia,Gujarati,841207.71,TRUE
Wild Zero,Sci-Fi,7/8/2007,Milissent Karpol,Tawnya Shurrocks,1459161.44,3.2,Flipstorm,Croatia,Limburgan,725170.16,FALSE
"Princess Diaries 2: Royal Engagement, The",Action,4/30/2011,Nita Stuckes,Rae Fillery,4441309.56,6.5,Voonyx,Indonesia,Aymara,598936.36,TRUE
Amore (L'Amore),Comedy,7/23/2019,Bronnie Sanham,Hortensia Satchell,6017263.32,5.8,Centimia,Russia,Quechua,771289.13,TRUE
Extremities,Comedy,6/21/2018,Aloysia Mollnar,Paolo Southerden,5755263.08,0.8,Divanoodle,Poland,Gujarati,896492,TRUE
Stone of Destiny,Action,3/27/2002,Marcello Plaster,Kelvin Mallaby,8710820.98,5.4,Brainverse,United States,Sindhi,240935.86,TRUE
Dragnet,Horror,9/16/2009,Sara Kennon,Cordell Durward,2861300.17,5.6,Trunyx,Ukraine,Bambara,561354.18,FALSE
FM,Sci-Fi,9/17/2003,Vanya Varran,Lilas Lasham,2370668.75,8.9,Avamm,China,Northern Sami,482337.49,FALSE
Freakin' Beautiful World (Sairaan kaunis maailma),Drama,2/14/2008,Stephannie Wanka,Basilio Pescott,9823958.55,6,Tazzy,Russia,Manx,852246.41,TRUE
The Grump,Action,7/28/2005,King McGeffen,Eldin Fordy,4797348.82,2.5,Oyoyo,Serbia,Armenian,839084.69,TRUE
Recollections of the Yellow House (Recordações da Casa Amarela),Horror,7/4/2018,Eduino Diviney,Vanya Shortall,7993240.14,9.8,Mydo,Portugal,Wolof,352828.32,FALSE
One Missed Call (Chakushin ari),Horror,8/28/2010,Babbie Blaxall,Garret Smyley,6891733.89,7.1,Linkbridge,China,Sinhala,540954.4,TRUE
Paternity,Action,9/2/2000,Genna Boyen,Harley Nisen,8690553.33,4.9,Yabox,Sudan,Maltese,242998.01,TRUE
Gerhard Richter Painting,Sci-Fi,3/4/2018,Dorisa Spurden,Hester Senecaut,6393095.63,8.8,Latz,China,Nepali,420319.58,FALSE
The Brain,Action,2/13/2010,Claudio Springthorp,Ashlan Lowndsbrough,9769607.41,2.9,Buzzster,Indonesia,Norwegian,205403.74,TRUE
Man of Her Dreams (a.k.a. The Fiancé),Horror,10/29/2017,Phip Milkins,Polly Durdle,4264369.88,2.5,Yoveo,Philippines,Haitian,119545.61,FALSE
Good Work (Beau travail),Horror,9/30/2008,Sela McKinna,Neall Suttill,5736231.55,8.7,Yakitri,Guatemala,Portuguese,546127.76,FALSE
Out of Nature,Horror,10/21/2021,Evyn Lakeman,Sandye Cortez,8398901.28,8,Feedfish,Poland,Kirghiz,931260.67,TRUE
Countdown to Zero,Horror,9/9/2006,Georgeanne Ashton,Nikos Satterfitt,5003089.62,9.2,Meeveo,United States,Czech,732348.89,TRUE
Lotta 2: Lotta flyttar hemifrån,Comedy,4/2/2002,Rich Schwandermann,Maximilianus Youel,5220395.7,9.4,Jaxnation,China,Tigrinya,112438.2,FALSE
Lawless Range,Comedy,8/6/2019,Cordy Sandry,Blake Dykins,6917523.3,6.7,Ozu,China,Italian,62229.61,TRUE
Eerie Tales (Unheimliche Geschichten),Horror,8/10/2019,Meier Maharg,Maryjo Hackleton,9705722.32,2,Tazzy,China,Zulu,972118.67,TRUE
Look Who's Talking,Comedy,2/19/2003,Ruperto Cossington,Daryl Sleicht,7668596.96,5.9,Tagcat,France,Czech,586684.5,FALSE
"Fourth Angel, The",Comedy,4/22/2013,Thadeus McKay,Renaud Rainford,8534975.97,5.2,Wordpedia,Croatia,Tajik,382477.04,TRUE
Repossessed,Action,5/15/2003,Riva Annice,Nariko Bucklan,6403313.6,4.1,Twinte,Brazil,Latvian,127102.89,FALSE
Outrage,Comedy,6/6/2001,Giuditta Havick,Merralee Obeney,5629450.46,2.3,Jabberbean,Russia,Lithuanian,300103.67,TRUE
The Hire: Powder Keg,Drama,1/20/2011,Sadye Gumbrell,Delmer Jeannard,8902634.54,7.5,Voonix,Peru,Tamil,501508.81,FALSE
Without a Paddle,Drama,3/29/2012,Elsi Heading,Auberon Sollas,9415543.25,6.7,Myworks,Brazil,Tsonga,263926.39,TRUE
High School Hellcats,Comedy,1/19/2016,Lotte Carpenter,Lloyd Nangle,8065295.37,1.1,Livefish,China,Lao,641841.57,TRUE
They Made Me a Criminal (I Became a Criminal) (They Made Me a Fugitive),Comedy,1/18/2021,Carri Tredwell,Irina Klaiser,6463448.8,3.7,Gigabox,Venezuela,Uighur,751765.99,FALSE
Spring is Here,Horror,8/14/2015,Tersina Wichard,Brit Skaife,247209.15,8.6,Feednation,Indonesia,Czech,559307.5,FALSE
Monster-in-Law,Drama,11/18/2006,Prissie Atger,Alison Obal,9890576.43,3.1,Zoombeat,Philippines,Western Frisian,764530.04,FALSE
Tonight and Every Night,Action,9/10/2013,Boris Boor,Sal Churchward,9601789.18,3.3,Ailane,Guatemala,Northern Sami,129406.66,FALSE
"Old Dark House, The",Comedy,3/7/2020,Teressa Waples,Gweneth Novkovic,7602130.11,8.9,Mybuzz,United States,German,845553.77,TRUE
Cry Wolf,Sci-Fi,3/11/2003,Blinnie Damsell,Eleanora Durkin,6491118.31,6.2,Chatterbridge,Argentina,Herero,99319.77,TRUE
"Matrix Reloaded, The",Drama,8/30/2006,Benjamen Shore,Gilemette Climo,8451452.71,8.1,Livetube,Czech Republic,Basque,369265.76,TRUE
Taxi,Horror,11/13/2009,Vina Whitely,Dusty Szwandt,6829953.11,7.8,Zoomzone,Democratic Republic of the Congo,Kuanyama,33159.04,FALSE
"Story of Seabiscuit, The",Comedy,4/25/2010,Barnett Sholem,Cully Cottle,5326080.87,8.7,Thoughtstorm,Indonesia,Lithuanian,70949.77,TRUE
Stray Cat Rock: Delinquent Girl Boss (Nora-neko rokku: Onna banchô),Sci-Fi,4/4/2002,Eimile Tarpey,Tine De Gowe,5709452.67,7.6,Twitterworks,Russia,"Bokmål, Norwegian",487948.72,FALSE
Kagemusha,Horror,2/12/2013,Xerxes Jindrich,Merry Burberye,3614186.92,0.1,Ailane,Brazil,Polish,732357.83,FALSE
Levitated Mass,Horror,12/14/2004,Ramonda Mollin,Isaak McLenahan,6028506.01,8,Shuffletag,Philippines,Danish,829386.06,TRUE
Planet of the Vampires (Terrore nello spazio),Horror,9/20/2015,Cathe Keller,Collete Rowlson,5516240.45,6.5,Oloo,China,Vietnamese,891090.65,FALSE
